access_contract,arm,card_id,condition,condition_factors,n_makers,recorded_metrics,source
{},all,V03,changed-profile-aligned-search-64-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0809678752126677,""cause_log_score"":-1.0773343945909435,""future_choice_brier"":0.19416019470990378,""future_choice_log_score"":-0.3118543852160728,""future_production_primitives"":2.1171875,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":2.115234375,""probe_search_primitives"":64.0,""query_count"":1.0,""query_fee"":0.2,""reader_entropy_terms"":3.0,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":4.0,""reader_model_training_feedback_checks"":16.0,""reader_model_training_successful_tokens"":44.982421875,""reader_posterior_hypotheses"":3.0,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":384.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":30.0,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},direct-all,V03,changed-profile-aligned-search-64-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0809678752126677,""cause_log_score"":-1.0773343945909435,""future_choice_brier"":0.19416019470990378,""future_choice_log_score"":-0.3118543852160728,""future_production_primitives"":2.1171875,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":2.115234375,""probe_search_primitives"":64.0,""query_count"":1.0,""query_fee"":0.2,""reader_entropy_terms"":3.0,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":4.0,""reader_model_training_feedback_checks"":16.0,""reader_model_training_successful_tokens"":44.982421875,""reader_posterior_hypotheses"":3.0,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":384.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":30.0,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},eig-artifact,V03,changed-profile-aligned-search-64-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0986122886681096,""cause_log_score"":-1.0986122886681098,""future_choice_brier"":0.19537467579183213,""future_choice_log_score"":-0.3136858252822003,""future_production_primitives"":2.1171875,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":0.0,""probe_search_primitives"":0.0,""query_count"":0.0,""query_fee"":0.0,""reader_entropy_terms"":3.0,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":2.0,""reader_model_training_feedback_checks"":8.0,""reader_model_training_successful_tokens"":22.4912109375,""reader_posterior_hypotheses"":0.0,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":192.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":15.0,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},eig-cause,V03,changed-profile-aligned-search-64-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.088300655580648,""cause_log_score"":-1.0951516801006513,""future_choice_brier"":0.19534873203433153,""future_choice_log_score"":-0.31362742014036815,""future_production_primitives"":2.1171875,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":0.14453125,""probe_search_primitives"":3.875,""query_count"":0.060546875,""query_fee"":0.0060546875,""reader_entropy_terms"":127.03125,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":18.12109375,""reader_model_training_feedback_checks"":72.484375,""reader_model_training_successful_tokens"":203.765625,""reader_posterior_hypotheses"":124.212890625,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":1673.107421875,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":134.53515625,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},eig-future,V03,changed-profile-aligned-search-64-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0986122886681096,""cause_log_score"":-1.0986122886681098,""future_choice_brier"":0.19537467579183213,""future_choice_log_score"":-0.3136858252822003,""future_production_primitives"":2.1171875,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":0.0,""probe_search_primitives"":0.0,""query_count"":0.0,""query_fee"":0.0,""reader_entropy_terms"":219.71875,""reader_mixture_terms"":665.15625,""reader_model_old_replay_primitives"":22.0,""reader_model_training_feedback_checks"":88.0,""reader_model_training_successful_tokens"":247.4033203125,""reader_posterior_hypotheses"":124.03125,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":2046.875,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":163.6875,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},eig-history,V03,changed-profile-aligned-search-64-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0986122886681096,""cause_log_score"":-1.0986122886681098,""future_choice_brier"":0.19537467579183213,""future_choice_log_score"":-0.3136858252822003,""future_production_primitives"":2.1171875,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":0.0,""probe_search_primitives"":0.0,""query_count"":0.0,""query_fee"":0.0,""reader_entropy_terms"":3.0,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":2.0,""reader_model_training_feedback_checks"":8.0,""reader_model_training_successful_tokens"":22.4912109375,""reader_posterior_hypotheses"":0.0,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":192.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":15.0,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},neutral,V03,changed-profile-aligned-search-64-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0361894785499797,""cause_log_score"":-1.0837874344102159,""future_choice_brier"":0.19544467758692102,""future_choice_log_score"":-0.3142825270346393,""future_production_primitives"":2.1171875,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":2.107421875,""probe_search_primitives"":64.0,""query_count"":1.0,""query_fee"":0.15000000000000002,""reader_entropy_terms"":3.0,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":4.0,""reader_model_training_feedback_checks"":16.0,""reader_model_training_successful_tokens"":44.982421875,""reader_posterior_hypotheses"":3.0,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":367.71875,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":29.671875,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},none,V03,changed-profile-aligned-search-64-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0986122886681096,""cause_log_score"":-1.0986122886681098,""future_choice_brier"":0.19537467579183213,""future_choice_log_score"":-0.3136858252822003,""future_production_primitives"":2.1171875,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":0.0,""probe_search_primitives"":0.0,""query_count"":0.0,""query_fee"":0.0,""reader_entropy_terms"":3.0,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":2.0,""reader_model_training_feedback_checks"":8.0,""reader_model_training_successful_tokens"":22.4912109375,""reader_posterior_hypotheses"":0.0,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":192.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":15.0,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},open,V03,changed-profile-aligned-search-64-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0508053008600076,""cause_log_score"":-1.0941431663147432,""future_choice_brier"":0.1949636964167956,""future_choice_log_score"":-0.3131388922722519,""future_production_primitives"":2.1171875,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":2.109375,""probe_search_primitives"":64.0,""query_count"":1.0,""query_fee"":0.1,""reader_entropy_terms"":3.0,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":4.0,""reader_model_training_feedback_checks"":16.0,""reader_model_training_successful_tokens"":44.982421875,""reader_posterior_hypotheses"":3.0,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":367.71875,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":29.671875,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},time,V03,changed-profile-aligned-search-64-fee-0.1,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-64-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":64}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":1.0837718107336656,""cause_log_score"":-1.0916306408081415,""future_choice_brier"":0.19499267183825145,""future_choice_log_score"":-0.3130358092490955,""future_production_primitives"":2.1171875,""future_search_primitives"":64.0,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":2.1162109375,""probe_search_primitives"":64.0,""query_count"":1.0,""query_fee"":0.15000000000000002,""reader_entropy_terms"":3.0,""reader_mixture_terms"":15.0,""reader_model_old_replay_primitives"":4.0,""reader_model_training_feedback_checks"":16.0,""reader_model_training_successful_tokens"":44.982421875,""reader_posterior_hypotheses"":3.0,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":384.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":30.0,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
{},all,V03,changed-profile-aligned-search-256-fee-0.01,"{""cause"":""changed-profile"",""id"":""changed-profile-aligned-search-256-fee-0.01"",""kind"":""aligned"",""query_fee"":0.01,""search_budget"":256}",1024,"{""artifact_reproduction_success"":1.0,""cause_entropy"":0.9884052363468293,""cause_log_score"":-0.9612086977344135,""future_choice_brier"":0.782605168888852,""future_choice_log_score"":-1.8903570185918508,""future_production_primitives"":2.96875,""future_search_primitives"":195.6484375,""historical_program_success"":1.0,""history_production_primitives"":8.0,""history_search_primitives"":80.0,""old_execution_primitives"":2.0,""probe_production_primitives"":2.904296875,""probe_search_primitives"":195.6484375,""query_count"":1.0,""query_fee"":0.02,""reader_entropy_terms"":3.0,""reader_mixture_terms"":52.8984375,""reader_model_old_replay_primitives"":4.0,""reader_model_training_feedback_checks"":16.0,""reader_model_training_successful_tokens"":44.982421875,""reader_posterior_hypotheses"":3.0,""reader_reproduction_program_tokens"":3.0,""reader_search_primitives"":1173.890625,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.4912109375,""reader_utility_terms"":105.796875,""reproduction_primitives"":3.0,""routine_definition_primitives"":2.0,""training_primitives"":23.35546875}",boundary-expansion-1/V03
