access_contract,bootstrap,card_id,condition,condition_factors,criterion_state,estimand,evidence_scope,interval_95,mean,n_constructors,n_makers,paired_standard_deviation,source
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-aligned-search-256-fee-0.01,"{""cause"":""tight-capability"",""id"":""tight-capability-aligned-search-256-fee-0.01"",""kind"":""aligned"",""query_fee"":0.01,""search_budget"":256}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-none-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus none: future_choice_log_score"",""practical_bar"":0.02,""rival"":""none"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.008230617120018735,0.01373258971394998]",0.0032911798913044733,128,1024,0.1331095626928422,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-aligned-search-256-fee-0.01,"{""cause"":""tight-capability"",""id"":""tight-capability-aligned-search-256-fee-0.01"",""kind"":""aligned"",""query_fee"":0.01,""search_budget"":256}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""eig-future"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-eig-future-minus-eig-cause-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""eig-future minus eig-cause: future_choice_log_score"",""practical_bar"":0.02,""rival"":""eig-cause"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.007818564536749912,0.00013892079002791413]",-0.003792213172817548,128,1024,0.044637505714291065,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-aligned-search-256-fee-0.01,"{""cause"":""tight-capability"",""id"":""tight-capability-aligned-search-256-fee-0.01"",""kind"":""aligned"",""query_fee"":0.01,""search_budget"":256}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-direct-all-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus direct-all: future_choice_log_score"",""practical_bar"":0.02,""rival"":""direct-all"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-aligned-search-256-fee-0.1,"{""cause"":""tight-capability"",""id"":""tight-capability-aligned-search-256-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":256}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-none-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus none: future_choice_log_score"",""practical_bar"":0.02,""rival"":""none"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.004094415381329546,0.015408486635968908]",0.005928426699083186,128,1024,0.11200564690097926,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-aligned-search-256-fee-0.1,"{""cause"":""tight-capability"",""id"":""tight-capability-aligned-search-256-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":256}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""eig-future"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-eig-future-minus-eig-cause-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""eig-future minus eig-cause: future_choice_log_score"",""practical_bar"":0.02,""rival"":""eig-cause"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.027500580143255782,-0.013896771683445244]",-0.02078983975071245,128,1024,0.08085420789742545,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-aligned-search-256-fee-0.1,"{""cause"":""tight-capability"",""id"":""tight-capability-aligned-search-256-fee-0.1"",""kind"":""aligned"",""query_fee"":0.1,""search_budget"":256}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-direct-all-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus direct-all: future_choice_log_score"",""practical_bar"":0.02,""rival"":""direct-all"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-subtle-search-64-fee-0.01,"{""cause"":""tight-capability"",""id"":""tight-capability-subtle-search-64-fee-0.01"",""kind"":""subtle"",""query_fee"":0.01,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-none-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus none: future_choice_log_score"",""practical_bar"":0.02,""rival"":""none"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[2.574655497125289e-09,9.721318588152456e-09]",5.511613853463222e-09,128,1024,2.0239263224436035e-08,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-subtle-search-64-fee-0.01,"{""cause"":""tight-capability"",""id"":""tight-capability-subtle-search-64-fee-0.01"",""kind"":""subtle"",""query_fee"":0.01,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""eig-future"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-eig-future-minus-eig-cause-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""eig-future minus eig-cause: future_choice_log_score"",""practical_bar"":0.02,""rival"":""eig-cause"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[6.281225629396608e-06,1.9034338186699403e-05]",1.212390427275845e-05,128,1024,3.6410186171426296e-05,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-subtle-search-64-fee-0.01,"{""cause"":""tight-capability"",""id"":""tight-capability-subtle-search-64-fee-0.01"",""kind"":""subtle"",""query_fee"":0.01,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-direct-all-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus direct-all: future_choice_log_score"",""practical_bar"":0.02,""rival"":""direct-all"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-subtle-search-64-fee-0.1,"{""cause"":""tight-capability"",""id"":""tight-capability-subtle-search-64-fee-0.1"",""kind"":""subtle"",""query_fee"":0.1,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-none-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus none: future_choice_log_score"",""practical_bar"":0.02,""rival"":""none"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[2.574655497125289e-09,9.721318588152456e-09]",5.511613853463222e-09,128,1024,2.0239263224436035e-08,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-subtle-search-64-fee-0.1,"{""cause"":""tight-capability"",""id"":""tight-capability-subtle-search-64-fee-0.1"",""kind"":""subtle"",""query_fee"":0.1,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""eig-future"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-eig-future-minus-eig-cause-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""eig-future minus eig-cause: future_choice_log_score"",""practical_bar"":0.02,""rival"":""eig-cause"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[6.283140435263951e-06,1.903031166218491e-05]",1.2123576986458961e-05,128,1024,3.6407303647500026e-05,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-subtle-search-64-fee-0.1,"{""cause"":""tight-capability"",""id"":""tight-capability-subtle-search-64-fee-0.1"",""kind"":""subtle"",""query_fee"":0.1,""search_budget"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-direct-all-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus direct-all: future_choice_log_score"",""practical_bar"":0.02,""rival"":""direct-all"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-subtle-search-256-fee-0.01,"{""cause"":""tight-capability"",""id"":""tight-capability-subtle-search-256-fee-0.01"",""kind"":""subtle"",""query_fee"":0.01,""search_budget"":256}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""all"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-all-minus-none-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""all minus none: future_choice_log_score"",""practical_bar"":0.02,""rival"":""none"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-0.012227924558639351,0.016449203582200752]",0.002665318192266471,128,1024,0.17385761799950059,boundary-expansion-1/V03
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",V03,tight-capability-subtle-search-256-fee-0.01,"{""cause"":""tight-capability"",""id"":""tight-capability-subtle-search-256-fee-0.01"",""kind"":""subtle"",""query_fee"":0.01,""search_budget"":256}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""eig-future"",""denominator"":""all independent maker task packets, including failures"",""id"":""V03-eig-future-minus-eig-cause-future_choice_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""eig-future minus eig-cause: future_choice_log_score"",""practical_bar"":0.02,""rival"":""eig-cause"",""target"":""future_choice_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-1.5911655816639456e-06,5.863199795744234e-07]",-2.3099639297343528e-07,128,1024,9.948441245709796e-06,boundary-expansion-1/V03
